DATE,GOLDPMGBD228NLBM
2010-10-14,1373.250
2010-10-15,1367.500
2010-10-18,1367.250
2010-10-19,1339.000
2010-10-20,1339.000
2010-10-21,1343.500
2010-10-22,1322.500
2010-10-25,1337.500
2010-10-26,1329.500
2010-10-27,1324.500
2010-10-28,1333.500
2010-10-29,1346.750
2010-11-01,1354.500
2010-11-02,1351.000
2010-11-03,1345.500
2010-11-04,1381.000
2010-11-05,1395.500
2010-11-08,1388.500
2010-11-09,1421.000
2010-11-10,1390.500
2010-11-11,1398.500
2010-11-12,1388.500
2010-11-15,1368.500
2010-11-16,1349.000
2010-11-17,1337.500
2010-11-18,1350.250
2010-11-19,1342.500
2010-11-22,1356.500
2010-11-23,1377.500
2010-11-24,1372.500
2010-11-25,1373.250
2010-11-26,1355.000
2010-11-29,1357.000
2010-11-30,1383.500
2010-12-01,1385.500
2010-12-02,1389.000
2010-12-03,1403.500
2010-12-06,1415.250
2010-12-07,1420.000
2010-12-08,1385.500
2010-12-09,1391.250
2010-12-10,1375.250
2010-12-13,1399.000
2010-12-14,1394.500
2010-12-15,1388.750
2010-12-16,1363.000
2010-12-17,1368.500
2010-12-20,1380.000
2010-12-21,1383.000
2010-12-22,1387.000
2010-12-23,1373.500
2010-12-24,.
2010-12-27,.
2010-12-28,.
2010-12-29,1412.500
2010-12-30,1405.500
2010-12-31,.
2011-01-03,.
2011-01-04,1388.500
2011-01-05,1368.000
2011-01-06,1368.500
2011-01-07,1367.000
2011-01-10,1368.250
2011-01-11,1374.000
2011-01-12,1378.750
2011-01-13,1381.500
2011-01-14,1367.000
2011-01-17,1360.500
2011-01-18,1369.500
2011-01-19,1372.000
2011-01-20,1345.500
2011-01-21,1343.500
2011-01-24,1343.000
2011-01-25,1324.000
2011-01-26,1328.000
2011-01-27,1334.500
2011-01-28,1319.000
2011-01-31,1327.000
2011-02-01,1331.500
2011-02-02,1337.000
2011-02-03,1328.000
2011-02-04,1355.000
2011-02-07,1347.500
2011-02-08,1363.500
2011-02-09,1365.000
2011-02-10,1353.250
2011-02-11,1364.000
2011-02-14,1365.000
2011-02-15,1372.750
2011-02-16,1371.250
2011-02-17,1379.000
2011-02-18,1383.500
2011-02-21,1403.000
2011-02-22,1401.000
2011-02-23,1409.250
2011-02-24,1411.500
2011-02-25,1402.500
2011-02-28,1411.000
2011-03-01,1420.750
2011-03-02,1435.500
2011-03-03,1421.500
2011-03-04,1427.000
2011-03-07,1437.500
2011-03-08,1426.250
2011-03-09,1431.000
2011-03-10,1413.250
2011-03-11,1411.500
2011-03-14,1422.250
2011-03-15,1400.500
2011-03-16,1402.000
2011-03-17,1403.750
2011-03-18,1420.000
2011-03-21,1432.000
2011-03-22,1426.000
2011-03-23,1439.500
2011-03-24,1447.000
2011-03-25,1436.000
2011-03-28,1417.000
2011-03-29,1417.500
2011-03-30,1425.500
2011-03-31,1439.000
2011-04-01,1418.000
2011-04-04,1435.500
2011-04-05,1433.500
2011-04-06,1461.500
2011-04-07,1459.500
2011-04-08,1469.500
2011-04-11,1468.000
2011-04-12,1450.500
2011-04-13,1457.500
2011-04-14,1465.750
2011-04-15,1476.750
2011-04-18,1493.000
2011-04-19,1490.500
2011-04-20,1501.000
2011-04-21,1504.000
2011-04-22,.
2011-04-25,.
2011-04-26,1497.500
2011-04-27,1511.000
2011-04-28,1535.500
2011-04-29,.
2011-05-02,.
2011-05-03,1540.250
2011-05-04,1541.000
2011-05-05,1511.000
2011-05-06,1486.500
2011-05-09,1502.000
2011-05-10,1513.500
2011-05-11,1508.000
2011-05-12,1489.500
2011-05-13,1505.750
2011-05-16,1500.750
2011-05-17,1478.500
2011-05-18,1496.500
2011-05-19,1493.000
2011-05-20,1490.750
2011-05-23,1510.500
2011-05-24,1527.000
2011-05-25,1526.250
2011-05-26,1518.500
2011-05-27,1533.000
2011-05-30,.
2011-05-31,1536.500
2011-06-01,1533.750
2011-06-02,1539.500
2011-06-03,1540.000
2011-06-06,1549.000
2011-06-07,1545.000
2011-06-08,1537.750
2011-06-09,1537.750
2011-06-10,1529.250
2011-06-13,1526.250
2011-06-14,1516.000
2011-06-15,1529.750
2011-06-16,1523.250
2011-06-17,1537.500
2011-06-20,1544.000
2011-06-21,1544.750
2011-06-22,1552.500
2011-06-23,1523.000
2011-06-24,1514.750
2011-06-27,1498.000
2011-06-28,1499.000
2011-06-29,1504.250
2011-06-30,1505.500
2011-07-01,1483.000
2011-07-04,1495.000
2011-07-05,1510.000
2011-07-06,1527.250
2011-07-07,1527.500
2011-07-08,1541.500
2011-07-11,1555.500
2011-07-12,1550.500
2011-07-13,1579.000
2011-07-14,1590.500
2011-07-15,1587.000
2011-07-18,1599.000
2011-07-19,1601.000
2011-07-20,1586.000
2011-07-21,1601.000
2011-07-22,1602.000
2011-07-25,1613.500
2011-07-26,1612.750
2011-07-27,1625.000
2011-07-28,1613.500
2011-07-29,1628.500
2011-08-01,1623.000
2011-08-02,1637.750
2011-08-03,1669.250
2011-08-04,1679.500
2011-08-05,1658.750
2011-08-08,1693.000
2011-08-09,1736.000
2011-08-10,1772.000
2011-08-11,1760.000
2011-08-12,1736.000
2011-08-15,1739.000
2011-08-16,1782.500
2011-08-17,1790.000
2011-08-18,1824.000
2011-08-19,1848.000
2011-08-22,1877.500
2011-08-23,1876.000
2011-08-24,1770.000
2011-08-25,1729.000
2011-08-26,1788.000
2011-08-29,.
2011-08-30,1825.000
2011-08-31,1813.500
2011-09-01,1821.000
2011-09-02,1875.250
2011-09-05,1895.000
2011-09-06,1895.000
2011-09-07,1810.000
2011-09-08,1855.000
2011-09-09,1851.000
2011-09-12,1834.000
2011-09-13,1820.000
2011-09-14,1818.500
2011-09-15,1782.000
2011-09-16,1794.000
2011-09-19,1794.000
2011-09-20,1799.000
2011-09-21,1793.000
2011-09-22,1722.000
2011-09-23,1689.000
2011-09-26,1598.000
2011-09-27,1659.000
2011-09-28,1643.000
2011-09-29,1613.000
2011-09-30,1620.000
2011-10-03,1655.500
2011-10-04,1638.000
2011-10-05,1617.000
2011-10-06,1635.000
2011-10-07,1652.000
2011-10-10,1661.000
2011-10-11,1663.000
2011-10-12,1682.000
2011-10-13,1656.000
2011-10-14,1678.000
2011-10-17,1682.000
2011-10-18,1631.000
2011-10-19,1652.500
2011-10-20,1620.000
2011-10-21,1642.500
2011-10-24,1652.000
2011-10-25,1656.000
2011-10-26,1715.000
2011-10-27,1718.000
2011-10-28,1741.000
2011-10-31,1722.000
2011-11-01,1699.000
2011-11-02,1743.000
2011-11-03,1758.000
2011-11-04,1749.000
2011-11-07,1782.000
2011-11-08,1795.000
2011-11-09,1784.000
2011-11-10,1756.000
2011-11-11,1773.000
2011-11-14,1776.000
2011-11-15,1785.000
2011-11-16,1756.000
2011-11-17,1742.500
2011-11-18,1719.000
2011-11-21,1702.000
2011-11-22,1699.000
2011-11-23,1681.000
2011-11-24,1692.500
2011-11-25,1688.500
2011-11-28,1714.000
2011-11-29,1717.000
2011-11-30,1746.000
2011-12-01,1752.000
2011-12-02,1747.000
2011-12-05,1744.000
2011-12-06,1708.000
2011-12-07,1735.500
2011-12-08,1715.000
2011-12-09,1709.000
2011-12-12,1659.500
2011-12-13,1672.500
2011-12-14,1603.000
2011-12-15,1574.000
2011-12-16,1594.000
2011-12-19,1598.000
2011-12-20,1613.500
2011-12-21,1608.000
2011-12-22,1606.500
2011-12-23,.
2011-12-26,.
2011-12-27,.
2011-12-28,1571.000
2011-12-29,1531.000
2011-12-30,.
2012-01-02,.
2012-01-03,1598.000
2012-01-04,1613.000
2012-01-05,1599.000
2012-01-06,1616.500
2012-01-09,1615.000
2012-01-10,1637.000
2012-01-11,1634.500
2012-01-12,1661.000
2012-01-13,1635.500
2012-01-16,1641.000
2012-01-17,1656.000
2012-01-18,1647.000
2012-01-19,1655.000
2012-01-20,1653.000
2012-01-23,1675.500
2012-01-24,1665.500
2012-01-25,1650.000
2012-01-26,1727.000
2012-01-27,1726.000
2012-01-30,1729.000
2012-01-31,1744.000
2012-02-01,1740.000
2012-02-02,1751.000
2012-02-03,1734.000
2012-02-06,1719.000
2012-02-07,1724.000
2012-02-08,1746.000
2012-02-09,1748.000
2012-02-10,1711.500
2012-02-13,1720.000
2012-02-14,1722.000
2012-02-15,1733.000
2012-02-16,1713.000
2012-02-17,1723.000
2012-02-20,1733.000
2012-02-21,1748.000
2012-02-22,1752.000
2012-02-23,1777.000
2012-02-24,1777.500
2012-02-27,1772.000
2012-02-28,1781.000
2012-02-29,1770.000
2012-03-01,1714.000
2012-03-02,1707.000
2012-03-05,1705.000
2012-03-06,1669.000
2012-03-07,1677.500
2012-03-08,1690.000
2012-03-09,1687.500
2012-03-12,1697.500
2012-03-13,1690.000
2012-03-14,1644.250
2012-03-15,1648.000
2012-03-16,1658.000
2012-03-19,1661.500
2012-03-20,1656.750
2012-03-21,1649.250
2012-03-22,1635.500
2012-03-23,1664.000
2012-03-26,1680.250
2012-03-27,1692.000
2012-03-28,1676.000
2012-03-29,1657.500
2012-03-30,1662.500
2012-04-02,1677.500
2012-04-03,1676.250
2012-04-04,1621.000
2012-04-05,1631.000
2012-04-06,.
2012-04-09,.
2012-04-10,1644.000
2012-04-11,1658.000
2012-04-12,1668.500
2012-04-13,1666.500
2012-04-16,1653.000
2012-04-17,1635.500
2012-04-18,1644.000
2012-04-19,1650.000
2012-04-20,1641.500
2012-04-23,1629.000
2012-04-24,1649.500
2012-04-25,1637.750
2012-04-26,1653.500
2012-04-27,1663.500
2012-04-30,1651.250
2012-05-01,1664.000
2012-05-02,1648.000
2012-05-03,1637.750
2012-05-04,1643.750
2012-05-07,.
2012-05-08,1602.500
2012-05-09,1582.500
2012-05-10,1598.500
2012-05-11,1583.000
2012-05-14,1558.500
2012-05-15,1556.500
2012-05-16,1548.500
2012-05-17,1554.000
2012-05-18,1589.500
2012-05-21,1592.500
2012-05-22,1582.500
2012-05-23,1549.000
2012-05-24,1568.500
2012-05-25,1569.500
2012-05-28,1574.600
2012-05-29,1579.500
2012-05-30,1540.000
2012-05-31,1558.000
2012-06-01,1606.000
2012-06-04,.
2012-06-05,.
2012-06-06,1635.000
2012-06-07,1606.000
2012-06-08,1576.500
2012-06-11,1584.000
2012-06-12,1603.500
2012-06-13,1619.500
2012-06-14,1613.500
2012-06-15,1627.250
2012-06-18,1615.500
2012-06-19,1625.500
2012-06-20,1601.000
2012-06-21,1582.000
2012-06-22,1565.500
2012-06-25,1570.000
2012-06-26,1576.000
2012-06-27,1573.500
2012-06-28,1558.500
2012-06-29,1598.500
2012-07-02,1592.000
2012-07-03,1617.500
2012-07-04,1613.500
2012-07-05,1604.000
2012-07-06,1587.000
2012-07-09,1585.000
2012-07-10,1595.250
2012-07-11,1577.000
2012-07-12,1556.250
2012-07-13,1595.500
2012-07-16,1589.750
2012-07-17,1585.250
2012-07-18,1575.250
2012-07-19,1584.000
2012-07-20,1576.250
2012-07-23,1572.250
2012-07-24,1583.250
2012-07-25,1601.000
2012-07-26,1618.000
2012-07-27,1618.250
2012-07-30,1617.750
2012-07-31,1622.000
2012-08-01,1599.000
2012-08-02,1597.000
2012-08-03,1602.000
2012-08-06,1610.000
2012-08-07,1611.000
2012-08-08,1613.250
2012-08-09,1615.000
2012-08-10,1618.500
2012-08-13,1622.500
2012-08-14,1597.750
2012-08-15,1601.750
2012-08-16,1604.500
2012-08-17,1614.750
2012-08-20,1615.000
2012-08-21,1639.500
2012-08-22,1642.000
2012-08-23,1665.250
2012-08-24,1667.000
2012-08-27,.
2012-08-28,1668.000
2012-08-29,1660.000
2012-08-30,1660.500
2012-08-31,1648.500
2012-09-03,1691.500
2012-09-04,1697.000
2012-09-05,1690.000
2012-09-06,1701.000
2012-09-07,1728.000
2012-09-10,1732.000
2012-09-11,1736.750
2012-09-12,1737.000
2012-09-13,1733.250
2012-09-14,1775.500
2012-09-17,1770.000
2012-09-18,1769.500
2012-09-19,1766.750
2012-09-20,1758.500
2012-09-21,1784.500
2012-09-24,1762.500
2012-09-25,1771.500
2012-09-26,1744.750
2012-09-27,1763.000
2012-09-28,1776.000
2012-10-01,1787.000
2012-10-02,1775.500
2012-10-03,1775.250
2012-10-04,1791.750
2012-10-05,1784.000
2012-10-08,1773.500
2012-10-09,1774.000
2012-10-10,1761.250
2012-10-11,1769.000
2012-10-12,1766.750
2012-10-15,1736.000
2012-10-16,1746.500
2012-10-17,1749.000
2012-10-18,1743.000
2012-10-19,1737.000
2012-10-22,1726.750
2012-10-23,1711.000
2012-10-24,1706.500
2012-10-25,1715.500
2012-10-26,1716.000
2012-10-29,1707.000
2012-10-30,1710.000
2012-10-31,1719.000
2012-11-01,1716.250
2012-11-02,1685.000
2012-11-05,1683.500
2012-11-06,1691.000
2012-11-07,1715.250
2012-11-08,1717.000
2012-11-09,1738.250
2012-11-12,1735.250
2012-11-13,1726.250
2012-11-14,1725.750
2012-11-15,1710.000
2012-11-16,1713.500
2012-11-19,1730.500
2012-11-20,1732.250
2012-11-21,1724.000
2012-11-22,1731.000
2012-11-23,1734.500
2012-11-26,1750.500
2012-11-27,1746.250
2012-11-28,1708.000
2012-11-29,1725.000
2012-11-30,1726.000
2012-12-03,1720.000
2012-12-04,1697.750
2012-12-05,1694.000
2012-12-06,1694.250
2012-12-07,1701.500
2012-12-10,1712.500
2012-12-11,1710.000
2012-12-12,1716.250
2012-12-13,1692.750
2012-12-14,1696.250
2012-12-17,1695.750
2012-12-18,1694.000
2012-12-19,1665.000
2012-12-20,1650.500
2012-12-21,1651.500
2012-12-24,.
2012-12-25,.
2012-12-26,.
2012-12-27,1655.500
2012-12-28,1657.500
2012-12-31,.
2013-01-01,.
2013-01-02,1693.750
2013-01-03,1679.500
2013-01-04,1648.000
2013-01-07,1645.250
2013-01-08,1656.000
2013-01-09,1657.750
2013-01-10,1675.000
2013-01-11,1657.500
2013-01-14,1666.500
2013-01-15,1680.500
2013-01-16,1676.250
2013-01-17,1675.000
2013-01-18,1688.500
2013-01-21,1687.500
2013-01-22,1690.500
2013-01-23,1690.250
2013-01-24,1671.000
2013-01-25,1660.000
2013-01-28,1656.500
2013-01-29,1663.500
2013-01-30,1677.500
2013-01-31,1664.750
2013-02-01,1669.000
2013-02-04,1666.000
2013-02-05,1673.500
2013-02-06,1674.250
2013-02-07,1668.000
2013-02-08,1668.250
2013-02-11,1652.000
2013-02-12,1647.500
2013-02-13,1645.000
2013-02-14,1646.000
2013-02-15,1612.250
2013-02-18,1610.750
2013-02-19,1607.750
2013-02-20,1588.500
2013-02-21,1577.000
2013-02-22,1576.500
2013-02-25,1586.250
2013-02-26,1590.500
2013-02-27,1604.250
2013-02-28,1588.500
2013-03-01,1582.250
2013-03-04,1574.250
2013-03-05,1579.750
2013-03-06,1574.000
2013-03-07,1579.500
2013-03-08,1581.750
2013-03-11,1579.000
2013-03-12,1594.000
2013-03-13,1589.250
2013-03-14,1586.000
2013-03-15,1595.500
2013-03-18,1603.750
2013-03-19,1610.750
2013-03-20,1607.500
2013-03-21,1613.750
2013-03-22,1607.750
2013-03-25,1599.250
2013-03-26,1598.000
2013-03-27,1603.000
2013-03-28,1598.250
2013-03-29,.
2013-04-01,.
2013-04-02,1583.500
2013-04-03,1574.750
2013-04-04,1546.500
2013-04-05,1568.000
2013-04-08,1575.000
2013-04-09,1577.250
2013-04-10,1575.000
2013-04-11,1565.000
2013-04-12,1535.500
2013-04-15,1395.000
2013-04-16,1380.000
2013-04-17,1392.000
2013-04-18,1393.750
2013-04-19,1405.500
2013-04-22,1424.500
2013-04-23,1408.000
2013-04-24,1428.500
2013-04-25,1451.000
2013-04-26,1471.500
2013-04-29,1467.500
2013-04-30,1469.000
2013-05-01,1454.750
2013-05-02,1469.250
2013-05-03,1469.250
2013-05-06,.
2013-05-07,1444.250
2013-05-08,1468.000
2013-05-09,1465.500
2013-05-10,1426.500
2013-05-13,1430.750
2013-05-14,1433.750
2013-05-15,1410.000
2013-05-16,1381.000
2013-05-17,1368.750
2013-05-20,1354.750
2013-05-21,1360.750
2013-05-22,1408.500
2013-05-23,1380.500
2013-05-24,1390.250
2013-05-27,.
2013-05-28,1376.500
2013-05-29,1382.500
2013-05-30,1413.500
2013-05-31,1394.500
2013-06-03,1402.500
2013-06-04,1399.500
2013-06-05,1404.000
2013-06-06,1400.000
2013-06-07,1386.000
2013-06-10,1383.250
2013-06-11,1374.250
2013-06-12,1382.750
2013-06-13,1385.000
2013-06-14,1391.250
2013-06-17,1384.750
2013-06-18,1366.750
2013-06-19,1372.750
2013-06-20,1292.500
2013-06-21,1295.250
2013-06-24,1286.750
2013-06-25,1279.000
2013-06-26,1236.250
2013-06-27,1232.750
2013-06-28,1192.000
2013-07-01,1242.750
2013-07-02,1252.500
2013-07-03,1250.000
2013-07-04,1251.750
2013-07-05,1212.750
2013-07-08,1235.250
2013-07-09,1255.500
2013-07-10,1256.000
2013-07-11,1285.000
2013-07-12,1279.750
2013-07-15,1284.750
2013-07-16,1291.500
2013-07-17,1297.250
2013-07-18,1283.250
2013-07-19,1295.750
2013-07-22,1327.000
2013-07-23,1333.500
2013-07-24,1335.000
2013-07-25,1326.000
2013-07-26,1331.000
2013-07-29,1329.750
2013-07-30,1324.150
2013-07-31,1314.500
2013-08-01,1315.000
2013-08-02,1309.250
2013-08-05,1304.750
2013-08-06,1280.500
2013-08-07,1282.500
2013-08-08,1298.250
2013-08-09,1309.000
2013-08-12,1341.000
2013-08-13,1328.500
2013-08-14,1326.500
2013-08-15,1329.750
2013-08-16,1369.250
2013-08-19,1365.000
2013-08-20,1372.500
2013-08-21,1363.000
2013-08-22,1375.500
2013-08-23,1377.500
2013-08-26,.
2013-08-27,1419.250
2013-08-28,1419.500
2013-08-29,1407.750
2013-08-30,1394.750
2013-09-02,1392.250
2013-09-03,1399.500
2013-09-04,1390.000
2013-09-05,1385.000
2013-09-06,1387.000
2013-09-09,1390.000
2013-09-10,1358.250
2013-09-11,1363.750
2013-09-12,1328.000
2013-09-13,1318.500
2013-09-16,1324.000
2013-09-17,1312.250
2013-09-18,1301.000
2013-09-19,1365.500
2013-09-20,1349.250
2013-09-23,1323.000
2013-09-24,1314.250
2013-09-25,1322.750
2013-09-26,1333.000
2013-09-27,1341.000
2013-09-30,1326.500
2013-10-01,1290.750
2013-10-02,1306.250
2013-10-03,1316.000
2013-10-04,1309.750
2013-10-07,1323.500
2013-10-08,1329.500
2013-10-09,1304.000
2013-10-10,1298.500
2013-10-11,1265.500
2013-10-14,1285.500
2013-10-15,1270.500
2013-10-16,1273.500
2013-10-17,1319.250
2013-10-18,1316.500
2013-10-21,1317.500
2013-10-22,1333.000
2013-10-23,1331.250
2013-10-24,1344.750
2013-10-25,1347.750
2013-10-28,1361.000
2013-10-29,1349.250
2013-10-30,1354.750
2013-10-31,1324.000
2013-11-01,1306.750
2013-11-04,1320.500
2013-11-05,1307.250
2013-11-06,1319.000
2013-11-07,1307.250
2013-11-08,1285.500
2013-11-11,1282.500
2013-11-12,1281.250
2013-11-13,1272.500
2013-11-14,1286.000
2013-11-15,1287.250
2013-11-18,1283.500
2013-11-19,1275.750
2013-11-20,1257.000
2013-11-21,1240.000
2013-11-22,1246.250
2013-11-25,1243.000
2013-11-26,1247.500
2013-11-27,1245.000
2013-11-28,1245.500
2013-11-29,1253.000
2013-12-02,1229.500
2013-12-03,1217.250
2013-12-04,1227.500
2013-12-05,1222.500
2013-12-06,1233.000
2013-12-09,1237.000
2013-12-10,1266.250
2013-12-11,1260.750
2013-12-12,1225.250
2013-12-13,1232.000
2013-12-16,1234.750
2013-12-17,1231.750
2013-12-18,1230.500
